#  N  alpha  stepsdec  av(e)   err(e)   P(sol)  runtime   std(runtime)    nsamples
512	3.800	5	0.210	0.015	0.815	13.944	0.127	1000
512	3.840	5	0.311	0.018	0.734	13.507	0.121	1000
512	3.870	5	0.390	0.021	0.692	14.125	0.127	1000
512	3.920	5	0.599	0.023	0.539	15.785	0.114	1000
512	3.940	5	0.662	0.025	0.513	15.602	0.108	1000
512	3.960	5	0.726	0.026	0.469	15.167	0.105	1000
512	3.980	5	0.841	0.028	0.408	15.845	0.100	1000
512	4.000	5	0.959	0.030	0.364	15.905	0.099	1000
512	4.020	5	1.050	0.031	0.327	17.547	0.093	1000
512	4.040	5	1.217	0.033	0.263	17.903	0.083	1000
512	4.055	5	1.334	0.034	0.228	19.345	0.092	1000
512	4.070	5	1.485	0.037	0.197	17.302	0.086	1000
512	4.080	5	1.534	0.034	0.173	21.994	0.090	1000
512	4.100	5	1.690	0.038	0.158	22.290	0.086	1000
512	4.120	5	1.849	0.040	0.142	19.148	0.069	1000
512	4.150	5	2.098	0.041	0.094	23.630	0.111	1000
512	4.200	5	2.621	0.045	0.052	22.900	0.051	1000
1024	3.800	5	0.098	0.010	0.908	41.920	0.450	1000
1024	3.840	5	0.172	0.014	0.851	45.564	0.472	1000
1024	3.870	5	0.235	0.017	0.806	46.522	0.465	1000
1024	3.920	5	0.475	0.023	0.639	55.326	0.453	1000
1024	3.940	5	0.586	0.026	0.580	56.651	0.446	1000
1024	3.960	5	0.712	0.027	0.506	59.811	0.415	1000
1024	3.980	5	0.888	0.032	0.431	67.050	0.402	1000
1024	4.000	5	1.048	0.033	0.362	68.645	0.403	1000
1024	4.020	5	1.237	0.035	0.305	70.617	0.350	1000
1024	4.040	5	1.422	0.037	0.241	71.371	0.336	1000
1024	4.055	5	1.612	0.039	0.196	73.880	0.279	1000
1024	4.070	5	1.767	0.043	0.184	73.495	0.266	1000
1024	4.080	5	1.978	0.045	0.139	72.907	0.314	1000
1024	4.100	5	2.153	0.044	0.100	77.764	0.207	1000
1024	4.120	5	2.545	0.048	0.067	76.084	0.217	1000
1024	4.150	5	3.065	0.052	0.036	76.904	0.252	1000
1024	4.200	5	4.022	0.057	0.009	83.259	0.305	1000
2048	3.800	5	0.021	0.005	0.981	132.558	1.630	1000
2048	3.840	5	0.045	0.007	0.959	162.789	2.065	1000
2048	3.870	5	0.100	0.011	0.914	169.172	1.938	1000
2048	3.920	5	0.247	0.017	0.806	208.991	1.978	1000
2048	3.940	5	0.369	0.022	0.730	219.014	2.014	1000
2048	3.960	5	0.518	0.025	0.619	238.228	1.928	1000
2048	3.980	5	0.751	0.031	0.534	250.793	1.740	1000
2048	4.000	5	0.996	0.035	0.419	258.988	1.724	1000
2048	4.020	5	1.302	0.041	0.326	281.059	1.443	1000
2048	4.040	5	1.615	0.044	0.228	292.706	1.176	1000
2048	4.055	5	1.980	0.049	0.168	322.172	2.152	1000
2048	4.070	5	2.250	0.051	0.144	1398.564	113.240	1000
2048	4.080	5	2.599	0.056	0.102	300.905	1.242	1000
2048	4.100	5	3.068	0.058	0.065	325.437	1.474	1000
2048	4.120	5	3.722	0.063	0.032	680.966	69.005	1000
